1, 17, 1, 'db', 9800, 27,
1, 19, 2, 'db', 19900, 27,
2, 13, 2, 'db', 3000, 27,
3, 1, 4, 'db', 3000, 27,
3, 3, 4, 'db', 10000, 27,
3, 4, 5, 'db', 3500, 27,
3, 6, 3, 'db', 6250, 27,
3, 10, 5, 'db', 2500, 27,
3, 12, 7, 'db', 1500, 27,
3, 16, 1, 'db', 1500, 27,
3, 17, 1, 'db', 9800, 27,
4, 3, 3, 'db', 10000, 27,
4, 6, 2, 'db', 6250, 27,
4, 7, 1, 'db', 7500, 27,
4, 8, 2, 'db', 8200, 27,
4, 14, 3, 'db', 5500, 27,
4, 20, 1, 'db', 600, 27,
5, 17, 2, 'db', 9800, 27,
6, 6, 1, 'db', 6250, 27,
6, 20, 1, 'db', 600, 27,
7, 6, 1, 'db', 6250, 27,
7, 9, 2, 'db', 1200, 27,
8, 4, 4, 'db', 3500, 27,
8, 19, 3, 'db', 19900, 27,
9, 2, 1, 'db', 14500, 27,
9, 6, 5, 'db', 6250, 27,
9, 10, 1, 'db', 2500, 27,
9, 11, 1, 'db', 2500, 27,
9, 20, 2, 'db', 600, 27,
10, 8, 2, 'db', 8200, 27,
10, 13, 3, 'db', 3000, 27,
10, 15, 2, 'db', 6000, 27,
10, 17, 1, 'db', 9800, 27,
11, 4, 5, 'db', 3500, 27,
12, 2, 1, 'db', 14500, 27,
12, 6, 1, 'db', 6250, 27,
13, 2, 1, 'db', 14500, 27,
13, 4, 3, 'db', 3500, 27,
13, 5, 10, 'db', 4000, 27,
13, 9, 4, 'db', 1200, 27,
13, 11, 1, 'db', 2500, 27,
13, 15, 3, 'db', 6000, 27,
13, 17, 1, 'db', 9800, 27,
13, 20, 6, 'db', 600, 27,
14, 14, 1, 'db', 5500, 27,
14, 20, 5, 'db', 600, 27,
15, 1, 4, 'db', 3000, 27,
15, 4, 1, 'db', 3500, 27,
15, 8, 1, 'db', 8200, 27,
15, 11, 1, 'db', 2500, 27,
15, 15, 3, 'db', 6000, 27,
16, 5, 5, 'db', 4000, 27,
16, 9, 2, 'db', 1200, 27,
16, 12, 7, 'db', 1500, 27,
16, 19, 1, 'db', 19900, 27,
17, 7, 2, 'db', 7500, 27,
17, 14, 1, 'db', 5500, 27,
18, 15, 2, 'db', 6000, 27,
18, 18, 2, 'db', 3500, 27,
18, 19, 3, 'db', 19900, 27,
19, 16, 1, 'db', 1500, 27,
20, 2, 2, 'db', 14500, 27,
20, 11, 3, 'db', 2500, 27,
21, 3, 1, 'db', 10000, 27,
21, 5, 1, 'db', 4000, 27,
21, 6, 1, 'db', 6250, 27,
21, 10, 3, 'db', 2500, 27,
21, 11, 1, 'db', 2500, 27,
21, 14, 1, 'db', 5500, 27,
22, 13, 3, 'db', 3000, 27,
22, 20, 1, 'db', 600, 27,
23, 3, 1, 'db', 10000, 27,
23, 7, 1, 'db', 7500, 27,
23, 15, 1, 'db', 6000, 27,
24, 3, 1, 'db', 10000, 27,
25, 6, 1, 'db', 6250, 27,
26, 3, 1, 'db', 10000, 27,
26, 7, 1, 'db', 7500, 27,
26, 8, 1, 'db', 8200, 27,
26, 14, 1, 'db', 5500, 27,
27, 9, 2, 'db', 1200, 27,
27, 18, 1, 'db', 3500, 27,
28, 2, 2, 'db', 14500, 27,
28, 10, 4, 'db', 2500, 27,
29, 3, 2, 'db', 10000, 27,
29, 4, 2, 'db', 3500, 27,
29, 8, 4, 'db', 8200, 27,
29, 12, 1, 'db', 1500, 27,
29, 18, 1, 'db', 3500, 27,
29, 19, 3, 'db', 19900, 27,
29, 20, 5, 'db', 600, 27,
30, 10, 2, 'db', 2500, 27,
30, 15, 3, 'db', 6000, 27,
31, 2, 2, 'db', 14500, 27,
31, 4, 3, 'db', 3500, 27,
31, 9, 2, 'db', 1200, 27,
31, 14, 4, 'db', 5500, 27,
32, 5, 4, 'db', 4000, 27,
32, 8, 2, 'db', 8200, 27,
32, 11, 4, 'db', 2500, 27,
32, 13, 1, 'db', 3000, 27,
32, 16, 4, 'db', 1500, 27,
33, 9, 1, 'db', 1200, 27,
33, 16, 6, 'db', 1500, 27,
34, 13, 2, 'db', 3000, 27,
35, 1, 3, 'db', 3000, 27,
35, 3, 1, 'db', 10000, 27,
35, 5, 9, 'db', 4000, 27,
35, 6, 2, 'db', 6250, 27,
35, 10, 5, 'db', 2500, 27,
35, 13, 1, 'db', 3000, 27,
35, 14, 1, 'db', 5500, 27,
35, 17, 2, 'db', 9800, 27,
35, 18, 1, 'db', 3500, 27,
35, 19, 2, 'db', 19900, 27,
35, 20, 4, 'db', 600, 27,
36, 6, 1, 'db', 6250, 27,
36, 9, 3, 'db', 1200, 27,
36, 10, 1, 'db', 2500, 27,
36, 16, 3, 'db', 1500, 27,
37, 11, 3, 'db', 2500, 27,
38, 8, 1, 'db', 8200, 27,
38, 11, 1, 'db', 2500, 27,
39, 8, 2, 'db', 8200, 27,
40, 1, 3, 'db', 3000, 27,
40, 2, 3, 'db', 14500, 27,
